project_name,property_type,property,location_area,location,total_price,price_sqft,area(sq-ft),bhk,bath,area_type,parking,covered_parking,open_parking,extra_room,pooja_room,servant_room,study_room,extra_rooms,furnished_status,property_status,marble_floor,lat,long_,property_link,property_description,builtup_area
,villa,"4 BHK Villa for Sale in Pratap Nagar, Jaipur",pratap nagar, Pratap Nagar,14500000.0,7286.0,1990,4.0,4.0,Built-up Area,1 Covered + 1 Open,1.0,1.0,,0.0,0.0,0.0,0.0,furnished,Ready To Move,Marble Flooring,26.8036533,75.8084579,https://www.squareyards.com/resale-4-bhk-1990-sq-ft-villa-in-pratap-nagar/9868772,"Consider this furnished 4-bedroom, 4-bathroom villa in Pratap Nagar, Jaipur, a perfect blend of comfort and convenience for your family.Priced at 1.45 crore, this 1990 square feet home offers a peaceful garden view, ideal for relaxation and unwinding.Its prime location in Pratap Nagar provides easy access to essential amenities and a vibrant community.The villa comes with one dedicated parking space",1990.0
,villa,"4 BHK Villa for Sale in Pratap Nagar, Jaipur",pratap nagar, Pratap Nagar,14500000.0,7171.0,2022,4.0,4.0,Built-up Area,1 Covered + 1 Open,1.0,1.0,,0.0,0.0,0.0,0.0,furnished,Ready To Move,Marble Flooring,26.8036533,75.8084579,https://www.squareyards.com/resale-4-bhk-2022-sq-ft-villa-in-pratap-nagar/9844757,"This fully furnished four-bedroom, four-bathroom villa in Pratap Nagar, Jaipur, offers 2022 square feet of comfortable living space with a tranquil garden view, making it an ideal choice for a family valuing both comfort and aesthetic appeal.The property, less than a year old, includes one dedicated parking space, ensuring convenience for residents.Residents can also enjoy access to a jogging and",2022.0
,villa,"4 BHK Villa for Sale in Pratap Nagar, Jaipur",pratap nagar, Pratap Nagar,14500000.0,7185.0,2018,4.0,4.0,Built-up Area,1 Covered + 1 Open,1.0,1.0,,0.0,0.0,0.0,0.0,furnished,Ready To Move,Marble Flooring,26.8036533,75.8084579,https://www.squareyards.com/resale-4-bhk-2018-sq-ft-villa-in-pratap-nagar/9844755,"Enjoying a serene garden view, this fully furnished 4-bedroom, 4-bathroom villa in Pratap Nagar, Jaipur offers a comfortable living space of 2018 square feet.The villa is equipped with a jogging and cycle track for active lifestyles and visitor's parking for your guests, making it an ideal choice for families.With one dedicated parking spot, daily commutes are made simpler.Priced at 1.45",2018.0
,villa,"4 BHK Villa for Sale in Pratap Nagar, Jaipur",pratap nagar, Pratap Nagar,14500000.0,7178.0,2020,4.0,4.0,Built-up Area,1 Covered + 1 Open,1.0,1.0,,0.0,0.0,0.0,0.0,furnished,Ready To Move,Marble Flooring,26.8036533,75.8084579,https://www.squareyards.com/resale-4-bhk-2020-sq-ft-villa-in-pratap-nagar/9844756,"Invest in this newly constructed furnished four-bedroom, four-bathroom villa in Pratap Nagar, Jaipur, offering 2020 square feet of living space with a pleasant garden view.This property is ideal for families looking for comfort and convenience, featuring one dedicated parking space and ample visitor's parking to accommodate guests easily.Residents can enjoy access to a jogging and cycle track, promoting a healthy",2020.0
,villa,"4 BHK Villa for Sale in Pratap Nagar, Jaipur",pratap nagar, Pratap Nagar,14500000.0,7271.0,1994,4.0,4.0,Built-up Area,1 Covered + 1 Open,1.0,1.0,,0.0,0.0,0.0,0.0,furnished,Ready To Move,Marble Flooring,26.8036533,75.8084579,https://www.squareyards.com/resale-4-bhk-1994-sq-ft-villa-in-pratap-nagar/9844745,"Find a comfortable and well-appointed home in Pratap Nagar, Jaipur, for 1.45 crore.This furnished 4-bedroom, 4-bathroom villa offers 1994 square feet of living space, perfect for families or individuals seeking ample room.Enjoy the tranquility of a garden view from your home, creating a peaceful atmosphere.Residents have access to a jogging and cycle track, ideal for staying active, and visitor's parking",1994.0
,villa,"4 BHK Villa for Sale in Pratap Nagar, Jaipur",pratap nagar, Pratap Nagar,14500000.0,7257.0,1998,4.0,4.0,Built-up Area,1 Covered + 1 Open,1.0,1.0,,0.0,0.0,0.0,0.0,furnished,Ready To Move,Marble Flooring,26.8036533,75.8084579,https://www.squareyards.com/resale-4-bhk-1998-sq-ft-villa-in-pratap-nagar/9844747,"This furnished 4-bedroom, 4-bathroom villa in Pratap Nagar, Jaipur, presents a comfortable living space of 1998 square feet, perfect for families seeking a home with a pleasant garden view.Built within the last year, it offers modern construction and design.The villa includes one dedicated parking space, ensuring convenience for residents.This property is a good choice for those looking for a well-appointed",1998.0
,villa,"4 BHK Villa for Sale in Pratap Nagar, Jaipur",pratap nagar, Pratap Nagar,14500000.0,7239.0,2003,4.0,4.0,Built-up Area,1 Covered + 1 Open,1.0,1.0,,0.0,0.0,0.0,0.0,furnished,Ready To Move,Marble Flooring,26.8036533,75.8084579,https://www.squareyards.com/resale-4-bhk-2003-sq-ft-villa-in-pratap-nagar/9844749,"A furnished 4-bedroom, 4-bathroom villa in Pratap Nagar, Jaipur, offers a comfortable living space of 2003 square feet with a pleasant garden view.This property is ideal for those seeking a home that combines modern amenities with a tranquil setting, featuring a jogging and cycle track for an active lifestyle, and visitor's parking to accommodate guests.The villa, built within the last",2003.0
,villa,"4 BHK Villa for Sale in Pratap Nagar, Jaipur",pratap nagar, Pratap Nagar,14500000.0,7435.0,1950,4.0,4.0,Built-up Area,1 Covered + 1 Open,1.0,1.0,,0.0,0.0,0.0,0.0,furnished,Ready To Move,Marble Flooring,26.8036533,75.8084579,https://www.squareyards.com/resale-4-bhk-1950-sq-ft-villa-in-pratap-nagar/9851093,"Experience comfortable living in this furnished 4-bedroom, 4-bathroom villa located in Pratap Nagar, Jaipur, spanning 1950 square feet with a serene garden view, now available for 1.45 crore.This recently constructed property, built within the last year, offers a modern design with ample space for a family.The villa includes one dedicated parking spot, complemented by additional visitor's parking to accommodate guests",1950.0
,villa,"4 BHK Villa for Sale in Pratap Nagar, Jaipur",pratap nagar, Pratap Nagar,14500000.0,7420.0,1954,4.0,4.0,Built-up Area,1 Covered + 1 Open,1.0,1.0,,0.0,0.0,0.0,0.0,furnished,Ready To Move,Marble Flooring,26.8036533,75.8084579,https://www.squareyards.com/resale-4-bhk-1954-sq-ft-villa-in-pratap-nagar/9851094,"This furnished 4-bedroom, 4-bathroom villa in Pratap Nagar, Jaipur, is listed at 1.45 crore and offers 1954 square feet of comfortable living space.The property features a lovely garden view and includes visitor's parking, adding convenience for guests.Located in a well-connected area of Jaipur, this relatively new construction provides a blend of modern aesthetics and practical functionality.Residents can enjoy access to",1954.0
,villa,"4 BHK Villa for Sale in Pratap Nagar, Jaipur",pratap nagar, Pratap Nagar,14500000.0,7466.0,1942,4.0,4.0,Built-up Area,1 Covered + 1 Open,1.0,1.0,,0.0,0.0,0.0,0.0,furnished,Ready To Move,Marble Flooring,26.8036533,75.8084579,https://www.squareyards.com/resale-4-bhk-1942-sq-ft-villa-in-pratap-nagar/9851088,"This furnished four-bedroom, four-bathroom villa in Pratap Nagar, Jaipur, is offered for sale at 1.45 crore, providing a comfortable living space spanning 1942 square feet.The property includes one dedicated parking space along with visitor's parking, ensuring convenience for residents and guests.For those who enjoy an active lifestyle, the villa offers access to a jogging and cycle track, promoting well-being within",1942.0
,villa,"4 BHK Villa for Sale in Pratap Nagar, Jaipur",pratap nagar, Pratap Nagar,14500000.0,7413.0,1956,4.0,4.0,Built-up Area,1 Covered + 1 Open,1.0,1.0,,0.0,0.0,0.0,0.0,furnished,Ready To Move,Marble Flooring,26.8036533,75.8084579,https://www.squareyards.com/resale-4-bhk-1956-sq-ft-villa-in-pratap-nagar/9851097,"Secure a spacious 4-bedroom, 4-bathroom furnished villa in Pratap Nagar, Jaipur, Rajasthan, a property offering 1956 square feet of living space with a garden view.Priced at 1.45 crore, this relatively new construction, built within the last year, also includes one dedicated parking spot.Residents can enjoy the benefits of a jogging and cycle track, along with visitor's parking, enhancing the lifestyle",1956.0
,villa,"4 BHK Villa for Sale in Pratap Nagar, Jaipur",pratap nagar, Pratap Nagar,14500000.0,7360.0,1970,4.0,4.0,Built-up Area,1 Covered + 1 Open,1.0,1.0,,0.0,0.0,0.0,0.0,furnished,Ready To Move,Marble Flooring,26.8036533,75.8084579,https://www.squareyards.com/resale-4-bhk-1970-sq-ft-villa-in-pratap-nagar/9851104,"Experience serene living in this furnished 4-bedroom, 4-bathroom villa located in Pratap Nagar, Jaipur.Priced at 1.45 crore, this home offers a peaceful garden view and spans 1970 square feet of comfortable living space.The property includes one dedicated parking spot and convenient visitor's parking, ensuring ease for residents and guests alike.For those who enjoy an active lifestyle, the community boasts a",1970.0
,villa,"4 BHK Villa for Sale in Pratap Nagar, Jaipur",pratap nagar, Pratap Nagar,14500000.0,7253.0,1999,4.0,4.0,Built-up Area,1 Covered + 1 Open,1.0,1.0,,0.0,0.0,0.0,0.0,furnished,Ready To Move,Marble Flooring,26.8036533,75.8084579,https://www.squareyards.com/resale-4-bhk-1999-sq-ft-villa-in-pratap-nagar/9868775,"This four-bedroom, four-bathroom furnished villa in Pratap Nagar, Jaipur, offers a comfortable living space of 1999 square feet with a pleasant garden view.The property comes with one dedicated parking spot and additional visitor's parking, ensuring convenience for residents and guests.Within the community, you will find a jogging and cycle track, promoting an active lifestyle.Priced at 1.45 crore, this villa, built",1999.0
,villa,"4 BHK Villa for Sale in Pratap Nagar, Jaipur",pratap nagar, Pratap Nagar,14500000.0,7536.0,1924,4.0,4.0,Built-up Area,1 Covered + 1 Open,1.0,1.0,,0.0,0.0,0.0,0.0,furnished,Ready To Move,Marble Flooring,26.8036533,75.8084579,https://www.squareyards.com/resale-4-bhk-1924-sq-ft-villa-in-pratap-nagar/9868750,"Experience contemporary living in this newly constructed, furnished four-bedroom, four-bathroom villa located in Pratap Nagar, Jaipur, priced at 1.45 crore.This residence, less than a year old, offers a generous 1924 square feet of living space with a peaceful garden view, ensuring a serene environment for its occupants.The villa includes one dedicated parking space, complemented by ample visitor's parking, addressing convenience",1924.0
,villa,"4 BHK Villa for Sale in Pratap Nagar, Jaipur",pratap nagar, Pratap Nagar,14500000.0,7524.0,1927,4.0,4.0,Built-up Area,1 Covered + 1 Open,1.0,1.0,,0.0,0.0,0.0,0.0,furnished,Ready To Move,Marble Flooring,26.8036533,75.8084579,https://www.squareyards.com/resale-4-bhk-1927-sq-ft-villa-in-pratap-nagar/9868751,"Experience refined living in this furnished four-bedroom, four-bathroom villa located in Pratap Nagar, Jaipur, presented for sale at 1.45 crore.Spanning 1927 square feet, this property boasts a serene garden view and was built less than a year ago, offering modern comforts and a fresh living environment.The villa includes one dedicated parking space, ensuring ease of access, alongside convenient visitor's parking.Residents",1927.0
,villa,"4 BHK Villa for Sale in Pratap Nagar, Jaipur",pratap nagar, Pratap Nagar,14500000.0,7559.0,1918,4.0,4.0,Built-up Area,1 Covered + 1 Open,1.0,1.0,,0.0,0.0,0.0,0.0,furnished,Ready To Move,Marble Flooring,26.8036533,75.8084579,https://www.squareyards.com/resale-4-bhk-1918-sq-ft-villa-in-pratap-nagar/9868748,"Discover a comfortable lifestyle in this furnished four-bedroom, four-bathroom villa in Pratap Nagar, Jaipur, offered for sale at 1.45 crore.This property, less than a year old, spans 1918 square feet and provides a peaceful garden view, making it an ideal residence for families.The villa includes one dedicated parking space along with ample visitor's parking.Residents can enjoy the community's jogging and",1918.0
,villa,"4 BHK Villa for Sale in Pratap Nagar, Jaipur",pratap nagar, Pratap Nagar,14500000.0,7501.0,1933,4.0,4.0,Built-up Area,1 Covered + 1 Open,1.0,1.0,,0.0,0.0,0.0,0.0,furnished,Ready To Move,Marble Flooring,26.8036533,75.8084579,https://www.squareyards.com/resale-4-bhk-1933-sq-ft-villa-in-pratap-nagar/9868753,"This furnished four-bedroom, four-bathroom villa in Pratap Nagar, Jaipur, presents a comfortable and well-appointed living space with a peaceful garden view.Spanning 1933 square feet, this property, less than a year old, offers a serene atmosphere ideal for families.The villa includes one dedicated parking spot along with convenient visitor's parking.Residents will also enjoy access to a jogging and cycle track, promoting",1933.0
,villa,"6+ BHK Villa for Sale in Pratap Nagar, Jaipur",pratap nagar, Pratap Nagar,14500000.0,7413.0,1956,6.0,4.0,Built-up Area,1 Covered + 1 Open,1.0,1.0,,0.0,0.0,0.0,0.0,furnished,Ready To Move,Marble Flooring,26.8036533,75.8084579,https://www.squareyards.com/resale-6-bhk-1956-sq-ft-villa-in-pratap-nagar/9844786,"This furnished six-plus bedroom, four-bathroom villa in Pratap Nagar, Jaipur, offers a tranquil garden view and 1956 square feet of living space. Developed within the last year, this property includes convenient visitor`s parking and access to a jogging and cycle track, promoting an active and comfortable lifestyle for residents.With one dedicated parking spot, your vehicle will be securely accommodated.The expansive layout",1956.0
,villa,"4 BHK Villa for Sale in Pratap Nagar, Jaipur",pratap nagar, Pratap Nagar,14500000.0,7308.0,1984,4.0,4.0,Built-up Area,1 Covered + 1 Open,1.0,1.0,,0.0,0.0,0.0,0.0,furnished,Ready To Move,Marble Flooring,26.8036533,75.8084579,https://www.squareyards.com/resale-4-bhk-1984-sq-ft-villa-in-pratap-nagar/9844741,"Enjoy a home that combines comfort and practicality in Pratap Nagar, Jaipur, offering a beautiful garden view from this 4-bedroom, 4-bathroom furnished villa.Priced at 1.45 crore, this property spans 1984 square feet and is less than a year old, presenting a modern living space ready for you.The villa includes one dedicated parking space and additional visitor's parking, ensuring convenience for",1984.0
,villa,"6 BHK Villa for Sale in Pratap Nagar, Jaipur",pratap nagar, Pratap Nagar,14500000.0,7401.0,1959,6.0,4.0,Built-up Area,1 Covered + 1 Open,1.0,1.0,,0.0,0.0,0.0,0.0,furnished,Ready To Move,Marble Flooring,26.8036533,75.8084579,https://www.squareyards.com/resale-6-bhk-1959-sq-ft-villa-in-pratap-nagar/9844787,"A serene garden view greets you from this newly built, furnished villa in Pratap Nagar, Jaipur, offering a generous 1959 square feet of living space perfect for a large family or those who enjoy spacious living. With six bedrooms and four bathrooms, privacy and comfort are assured for everyone, and there is one dedicated parking space for your convenience.Residents can enjoy",1959.0
,villa,"4 BHK Villa for Sale in Pratap Nagar, Jaipur",pratap nagar, Pratap Nagar,14500000.0,7458.0,1944,4.0,4.0,Built-up Area,1 Covered + 1 Open,1.0,1.0,,0.0,0.0,0.0,0.0,furnished,Ready To Move,Marble Flooring,26.8036533,75.8084579,https://www.squareyards.com/resale-4-bhk-1944-sq-ft-villa-in-pratap-nagar/9851089,"This 4-bedroom, 4-bathroom furnished villa in Pratap Nagar, Jaipur, is available for 1.45 crore and offers 1944 square feet of living space with a pleasant garden view.The property includes one dedicated parking space along with ample visitor's parking, ensuring convenience for residents and guests.For those who enjoy an active lifestyle, the community provides access to a jogging and cycle track,",1944.0
,villa,"4 BHK Villa for Sale in Pratap Nagar, Jaipur",pratap nagar, Pratap Nagar,14500000.0,7474.0,1940,4.0,4.0,Built-up Area,1 Covered + 1 Open,1.0,1.0,,0.0,0.0,0.0,0.0,furnished,Ready To Move,Marble Flooring,26.8036533,75.8084579,https://www.squareyards.com/resale-4-bhk-1940-sq-ft-villa-in-pratap-nagar/9851087,"Secure your ideal home or investment with this 4-bedroom, 4-bathroom furnished villa in Pratap Nagar, Jaipur, available for 1.45 crore.This spacious property offers 1940 square feet of comfortable living space and overlooks a pleasant garden.Residents will appreciate the convenience of one dedicated parking space along with ample visitor's parking, ensuring ease for both household members and guests.For those who enjoy",1940.0
,villa,"4 BHK Villa for Sale in Pratap Nagar, Jaipur",pratap nagar, Pratap Nagar,14500000.0,7520.0,1928,4.0,4.0,Built-up Area,1 Covered + 1 Open,1.0,1.0,,0.0,0.0,0.0,0.0,furnished,Ready To Move,Marble Flooring,26.8036533,75.8084579,https://www.squareyards.com/resale-4-bhk-1928-sq-ft-villa-in-pratap-nagar/9851081,"This newly constructed four-bedroom, four-bathroom furnished villa in Pratap Nagar, Jaipur, is available for sale at 1.45 crore, offering a fantastic living experience for families.Spread across 1928 square feet, this home boasts a peaceful garden view, creating a serene atmosphere for daily living.Residents will appreciate the convenience of one dedicated parking space along with ample visitor's parking, ensuring ease for",1928.0
,villa,"4 BHK Villa for Sale in Pratap Nagar, Jaipur",pratap nagar, Pratap Nagar,14500000.0,7536.0,1924,4.0,4.0,Built-up Area,1 Covered + 1 Open,1.0,1.0,,0.0,0.0,0.0,0.0,furnished,Ready To Move,Marble Flooring,26.8036533,75.8084579,https://www.squareyards.com/resale-4-bhk-1924-sq-ft-villa-in-pratap-nagar/9851079,"This newly constructed, furnished four-bedroom, four-bathroom villa presents a compelling investment opportunity in Pratap Nagar, Jaipur, with a listing price of 1.45 crore.Spanning 1924 square feet, this residence offers a serene garden view, providing a peaceful environment for occupants.Residents will appreciate the convenience of a dedicated parking space, complemented by ample visitor parking to accommodate guests.The villa's prime location in",1924.0
,villa,"4 BHK Villa for Sale in Pratap Nagar, Jaipur",pratap nagar, Pratap Nagar,14500000.0,7405.0,1958,4.0,4.0,Built-up Area,1 Covered + 1 Open,1.0,1.0,,0.0,0.0,0.0,0.0,furnished,Ready To Move,Marble Flooring,26.8036533,75.8084579,https://www.squareyards.com/resale-4-bhk-1958-sq-ft-villa-in-pratap-nagar/9851098,"Secure a superior lifestyle in this newly built, fully furnished 4-bedroom, 4-bathroom villa in Pratap Nagar, Jaipur, presented at 1.45 crore, offering 1958 square feet of sophisticated living space.This property boasts a tranquil garden view and includes the convenience of one dedicated parking spot, complemented by visitor's parking for effortless entertaining.Residents can enjoy access to a jogging and cycle track,",1958.0
,villa,"4 BHK Villa for Sale in Pratap Nagar, Jaipur",pratap nagar, Pratap Nagar,14500000.0,7544.0,1922,4.0,4.0,Built-up Area,1 Covered + 1 Open,1.0,1.0,,0.0,0.0,0.0,0.0,furnished,Ready To Move,Marble Flooring,26.8036533,75.8084579,https://www.squareyards.com/resale-4-bhk-1922-sq-ft-villa-in-pratap-nagar/9851078,"This furnished four-bedroom, four-bathroom villa in Pratap Nagar, Jaipur, offers 1922 square feet of living space with a pleasant garden view, listed for sale at 1.45 crore.Designed for comfort and convenience, this home includes one dedicated parking space and additional visitor's parking, ensuring ample room for vehicles.Residents can enjoy access to a jogging and cycle track, promoting an active lifestyle",1922.0
,villa,"4 BHK Villa for Sale in Pratap Nagar, Jaipur",pratap nagar, Pratap Nagar,14500000.0,7443.0,1948,4.0,4.0,Built-up Area,1 Covered + 1 Open,1.0,1.0,,0.0,0.0,0.0,0.0,furnished,Ready To Move,Marble Flooring,26.8036533,75.8084579,https://www.squareyards.com/resale-4-bhk-1948-sq-ft-villa-in-pratap-nagar/9851092,"This furnished four-bedroom, four-bathroom villa in Pratap Nagar, Jaipur, is available for sale at 1.45 crore, offering a spacious 1948 square feet of living area with a pleasant garden view.The property is less than a year old, representing a modern and well-maintained home perfect for comfortable family living.Residents will enjoy the convenience of one dedicated parking space along with additional",1948.0
,villa,"4 BHK Villa for Sale in Pratap Nagar, Jaipur",pratap nagar, Pratap Nagar,14500000.0,7489.0,1936,4.0,4.0,Built-up Area,1 Covered + 1 Open,1.0,1.0,,0.0,0.0,0.0,0.0,furnished,Ready To Move,Marble Flooring,26.8036533,75.8084579,https://www.squareyards.com/resale-4-bhk-1936-sq-ft-villa-in-pratap-nagar/9851085,"This furnished 4-bedroom, 4-bathroom villa in Pratap Nagar, Jaipur, is available for 1.45 crore, offering a spacious 1936 square feet of living space with a serene garden view.Built within the last year, this property provides a modern living experience with practical amenities including a jogging and cycle track for an active lifestyle, alongside convenient visitor's parking.The villa includes one dedicated",1936.0
,villa,"4 BHK Villa for Sale in Pratap Nagar, Jaipur",pratap nagar, Pratap Nagar,14500000.0,7375.0,1966,4.0,4.0,Built-up Area,1 Covered + 1 Open,1.0,1.0,,0.0,0.0,0.0,0.0,furnished,Ready To Move,Marble Flooring,26.8036533,75.8084579,https://www.squareyards.com/resale-4-bhk-1966-sq-ft-villa-in-pratap-nagar/9851102,"This furnished 4-bedroom, 4-bathroom villa in Pratap Nagar, Jaipur, offers a peaceful retreat with its garden view, perfect for those seeking tranquility.Spread across 1966 square feet, this home provides ample space for families to grow and create lasting memories.The villa is priced at 1.45 crore and comes with one dedicated parking spot along with convenient visitor's parking.Residents can also take",1966.0
,villa,"4 BHK Villa for Sale in Pratap Nagar, Jaipur",pratap nagar, Pratap Nagar,14500000.0,7367.0,1968,4.0,4.0,Built-up Area,1 Covered + 1 Open,1.0,1.0,,0.0,0.0,0.0,0.0,furnished,Ready To Move,Marble Flooring,26.8036533,75.8084579,https://www.squareyards.com/resale-4-bhk-1968-sq-ft-villa-in-pratap-nagar/9851103,"Experience comfortable living in this furnished 4-bedroom, 4-bathroom villa in Pratap Nagar, Jaipur, presented for sale at 1.45 crore.This property spans 1968 square feet and overlooks a serene garden, providing a tranquil setting for your family.The villa includes one dedicated parking space and ample visitor's parking, ensuring convenience for residents and guests.Within the community, you will find a jogging and",1968.0
,villa,"4 BHK Villa for Sale in Pratap Nagar, Jaipur",pratap nagar, Pratap Nagar,14500000.0,7443.0,1948,4.0,4.0,Built-up Area,1 Covered + 1 Open,1.0,1.0,,0.0,0.0,0.0,0.0,furnished,Ready To Move,Marble Flooring,26.8036533,75.8084579,https://www.squareyards.com/resale-4-bhk-1948-sq-ft-villa-in-pratap-nagar/9868758,"This 4-bedroom, 4-bathroom furnished villa in Pratap Nagar, Jaipur offers 1948 square feet of refined living space with a peaceful garden view.Priced at 1.45 crore, this property is less than a year old and provides one dedicated parking spot along with ample visitor's parking.Residents will appreciate the convenience of nearby visitor's parking and access to a jogging and cycle track,",1948.0
,villa,"4 BHK Villa for Sale in Pratap Nagar, Jaipur",pratap nagar, Pratap Nagar,14500000.0,7239.0,2003,4.0,4.0,Built-up Area,1 Covered + 1 Open,1.0,1.0,,0.0,0.0,0.0,0.0,furnished,Ready To Move,Marble Flooring,26.8036533,75.8084579,https://www.squareyards.com/resale-4-bhk-2003-sq-ft-villa-in-pratap-nagar/9813762,"This furnished four-bedroom, four-bathroom villa in Pratap Nagar, Jaipur, offers 2003 Square Feet of well-designed living space, presenting a compelling option for those seeking comfort and convenience.The property is oriented for a pleasant Garden View, contributing to a serene atmosphere, and comes with the practical benefit of one dedicated parking space along with visitor's parking.Built within the last year, this",2003.0
,villa,"4 BHK Villa for Sale in Pratap Nagar, Jaipur",pratap nagar, Pratap Nagar,14500000.0,7228.0,2006,4.0,4.0,Built-up Area,1 Covered + 1 Open,1.0,1.0,,0.0,0.0,0.0,0.0,furnished,Ready To Move,Marble Flooring,26.8036533,75.8084579,https://www.squareyards.com/resale-4-bhk-2006-sq-ft-villa-in-pratap-nagar/9813763,"A furnished four-bedroom, four-bathroom villa in Pratap Nagar, Jaipur, spanning 2006 Square Feet, offers a blend of spaciousness and modern convenience.This property, built within the last year, presents an excellent opportunity for those looking to invest in a home that is both comfortable and functional.The villa comes with a pleasant Garden View, creating a tranquil environment for residents.Practicality is ensured",2006.0
,villa,"4 BHK Villa for Sale in Pratap Nagar, Jaipur",pratap nagar, Pratap Nagar,14500000.0,7174.0,2021,4.0,4.0,Built-up Area,1 Covered + 1 Open,1.0,1.0,,0.0,0.0,0.0,0.0,furnished,Ready To Move,Marble Flooring,26.8036533,75.8084579,https://www.squareyards.com/resale-4-bhk-2021-sq-ft-villa-in-pratap-nagar/9813768,"This furnished four-bedroom, four-bathroom villa in Pratap Nagar, Jaipur, offers 2021 Square Feet of well-designed living space with a calming Garden View.Built within the last year, this property is ready for immediate occupancy, presenting a straightforward choice for buyers seeking a comfortable and modern home or for investors looking for a quality addition to their portfolio.The villa includes one dedicated",2021.0
,villa,"4 BHK Villa for Sale in Pratap Nagar, Jaipur",pratap nagar, Pratap Nagar,14500000.0,7420.0,1954,4.0,4.0,Built-up Area,1 Covered + 1 Open,1.0,1.0,,0.0,0.0,0.0,0.0,furnished,Ready To Move,Marble Flooring,26.8036533,75.8084579,https://www.squareyards.com/resale-4-bhk-1954-sq-ft-villa-in-pratap-nagar/9827815,"This furnished 4-bedroom, 4-bathroom villa in Pratap Nagar, Jaipur, offers 1954 square feet of living space with a pleasant garden view.Priced at 1.45 crore, this property, less than a year old, ensures modern construction and up-to-date features.The villa includes one dedicated parking space, making daily life more manageable.For entertaining guests, ample visitor's parking is available, adding to the convenience of",1954.0
,villa,"4 BHK Villa for Sale in Pratap Nagar, Jaipur",pratap nagar, Pratap Nagar,14500000.0,7257.0,1998,4.0,4.0,Built-up Area,1 Covered + 1 Open,1.0,1.0,,0.0,0.0,0.0,0.0,furnished,Ready To Move,Marble Flooring,26.8036533,75.8084579,https://www.squareyards.com/resale-4-bhk-1998-sq-ft-villa-in-pratap-nagar/9827846,"A beautiful 4-bedroom, 4-bathroom furnished villa is now available for sale in Jaipur's Pratap Nagar, offering a spacious 1998 square feet of living space.Priced at 1.45 crore, this property presents a fantastic opportunity for those looking to invest in a home with a pleasant garden view, promising a tranquil environment.The villa includes one dedicated parking space for your convenience.Residents can",1998.0
,villa,"4 BHK Villa for Sale in Pratap Nagar, Jaipur",pratap nagar, Pratap Nagar,14500000.0,7330.0,1978,4.0,4.0,Built-up Area,1 Covered + 1 Open,1.0,1.0,,0.0,0.0,0.0,0.0,furnished,Ready To Move,Marble Flooring,26.8036533,75.8084579,https://www.squareyards.com/resale-4-bhk-1978-sq-ft-villa-in-pratap-nagar/9827832,"Experience comfortable living in this newly constructed, furnished four-bedroom, four-bathroom villa in Pratap Nagar, Jaipur, featuring 1978 square feet of living space with a tranquil garden view.This property, less than a year old, is ideal for families seeking a blend of modern amenities and peaceful surroundings.The villa comes with one dedicated parking space, ensuring convenience for your vehicle.Residents will also",1978.0
,villa,"4 BHK Villa for Sale in Pratap Nagar, Jaipur",pratap nagar, Pratap Nagar,14500000.0,7443.0,1948,4.0,4.0,Built-up Area,1 Covered + 1 Open,1.0,1.0,,0.0,0.0,0.0,0.0,furnished,Ready To Move,Marble Flooring,26.8036533,75.8084579,https://www.squareyards.com/resale-4-bhk-1948-sq-ft-villa-in-pratap-nagar/9827810,"This four-bedroom, four-bathroom furnished villa in Pratap Nagar, Jaipur, offers a peaceful living space with a garden view, perfect for those seeking tranquility.Priced at 1.45 crore, this 1948 square feet residence, less than a year old, ensures modern construction and a fresh living environment.Residents can enjoy access to community amenities like dedicated kids' play areas and a jogging and cycle",1948.0
,villa,"4 BHK Villa for Sale in Pratap Nagar, Jaipur",pratap nagar, Pratap Nagar,14500000.0,7536.0,1924,4.0,4.0,Built-up Area,1 Covered + 1 Open,1.0,1.0,,0.0,0.0,0.0,0.0,furnished,Ready To Move,Marble Flooring,26.8036533,75.8084579,https://www.squareyards.com/resale-4-bhk-1924-sq-ft-villa-in-pratap-nagar/9827798,"This furnished four-bedroom, four-bathroom villa in Pratap Nagar, Jaipur, offers 1924 square feet of living space and a tranquil garden view, ideal for those seeking a comfortable and well-appointed home.The property features one dedicated parking space, ensuring convenience for residents.Community amenities include dedicated kids' play areas, a jogging and cycle track for an active lifestyle, and ample visitor's parking for",1924.0
,villa,"4 BHK Villa for Sale in Pratap Nagar, Jaipur",pratap nagar, Pratap Nagar,14500000.0,7360.0,1970,4.0,4.0,Built-up Area,1 Covered + 1 Open,1.0,1.0,,0.0,0.0,0.0,0.0,furnished,Ready To Move,Marble Flooring,26.8036533,75.8084579,https://www.squareyards.com/resale-4-bhk-1970-sq-ft-villa-in-pratap-nagar/9827826,"This furnished four-bedroom, four-bathroom villa in Pratap Nagar, Jaipur, presents a modern and comfortable home with 1970 square feet of living space and a pleasant garden view.The property, less than a year old, includes one dedicated parking space and is situated in a community that offers amenities like kids' play areas and a jogging and cycle track, promoting an active",1970.0
